		eng	acu	afr	ake	alb	amu	ara	arm	baq	bsn	bul	cak	ceb	cha	chi	chq	chr	chu	cjp	cni	cop	crp	cze	dan	deu	dik	dje	dop	epo	est	ewe	fin	fra	gbi	glv	got	grc	gre	guj	hin	hrv	hun	ind	isl	ita	jak	jap	jiv	kab	kbh	kor	lat	lav	lit	mam	mao	mar	mya	nep	nhg	nld	nor	ojb	pck	pes	plt	pol	por	pot	ppk	quc	quw	rom	rum	rus	shi	slk	slv	sna	som	spa	srp	ssw	swe	syr	tel	tgl	tha	tmh	tur	ukr	usp	wal	wol	xho	zul
919	b.JAM.1.12a	when	NULL	as	NULL	NULL	quia	اذا	NA	phorogatu	NULL	NULL	tek	human	NA	NULL	guɨbaˈ	NULL	NA	NA	NULL	NULL	lè	když	når	nachdem	te	waati	waatʋ	kiam	kui	ne	kun	après	orasi	NA	NA	NULL	αφου	ય	NULL	NULL	minekutána	sesudah	þegar	superata	hayet	NULL	katsunteana	m	chë	NULL	cum	NULL	kai	ajtzin	no	ज	NULL	पछ	ijcuac	als	når	NULL	nungin	چون	rehefa	gdy	depois	NA	NULL	aretak	huasha	kana	dupăce	быв	llig	keď	ko	kana	goortii	cuando	kad	NULL	när	ܕܡܐ	ప	NULL	เพราะเม	NA	NULL	NULL	tijtaˈ	guyyiyan	boo	yakuba	NULL
920	b.JAM.1.13a	when	NULL	as	tai	si	quia	اذا	NA	denean	NULL	а	ri	diha	NA	NULL	mɨ	ꭲᏻꮓ	NA	NA	pinquenqueshiretea	ⲉⲩⲉⲣⲡⲓⲣⲁⲍⲓⲛ	lè	když	når	wenn	te	waati	wei	kiam	kiusatuses	ne	kiusauksessa	lorsqu	NULL	NA	NA	λεγέτω	οτι	ય	जब	NULL	mikor	kalau	er	quando	hayet	だれでも誘惑に会う場合	nekapeakka	m	NULL	때에	cum	to	NULL	tok	ina	ह	NULL	ल	ijcuac	dat	når	ᐊᐲ	laiin	چون	raha	gdy	sendo	NA	NULL	aretak	imahoras	kana	cînd	NULL	ig	keď	ko	achiidzwa	kolkii	cuando	kad	NULL	när	ܟܕ	నప	pagka	เคยล	NA	ayartılan	ж	cuando	wode	bu	akuhendwa	makangasho
921	b.JAM.1.14a	when	NULL	as	NULL	mashtroni	quia	اذا	NA	denean	NULL	NULL	NULL	diha	NA	NULL	NULL	ꭲᏻꮓ	NA	NA	impoiji	NULL	lè	NULL	når	wenn	te	waati	NULL	kiam	kui	NULL	himonsa	quand	NULL	NA	NA	NULL	πειραζεται	ય	चकर	NULL	mikor	kalau	er	NULL	NULL	人が誘惑に陥るのは	útsukmaiti	ɛedday	ora	NULL	NULL	to	NULL	NULL	i	व	NULL	ल	ijcuac	NULL	idet	ᐁᔑᒪᒋ	un	وقتی	raha	gdy	quando	NA	ane	aretak	NULL	kana	cînd	увлекаясь	NULL	NULL	ko	kana	jirraba	cuando	NULL	NULL	NULL	NULL	NULL	pagka	เม	NA	arzularıyla	NULL	NULL	wode	ba	NULL	NULL
922	b.JAM.1.15a	when	NULL	as	tai	NULL	quia	اذا	NA	NULL	NULL	NULL	NULL	na	NA	NULL	dsíirˊ	NULL	NA	NA	NULL	NULL	NULL	když	når	wenn	te	waati	NULL	NULL	kui	emegbe	kun	lorsqu	NULL	NA	NA	NULL	αφου	NULL	NULL	NULL	a	kalau	þegar	NULL	yet	NULL	NULL	NULL	NULL	NULL	cum	NULL	NULL	NULL	i	NULL	NULL	जब	NULL	NULL	når	NULL	NULL	NULL	rehefa	NULL	havendo	NA	ane	NULL	huasha	antunchi	cînd	NULL	ig	keď	ko	kana	kolkuu	después	NULL	NULL	när	NULL	NULL	kung	NULL	NA	NULL	похоть	NULL	NULL	bu	yakuba	NULL
923	b.JAM.1.15b	when	NULL	as	tai	NULL	quia	اذا	NA	NULL	NULL	NULL	NULL	na	NA	NULL	dsíirˊ	NULL	NA	NA	NULL	NULL	NULL	když	når	wenn	te	waati	NULL	NULL	kui	emegbe	kun	lorsqu	NULL	NA	NA	NULL	αφου	NULL	NULL	NULL	a	kalau	þegar	NULL	yet	NULL	NULL	NULL	NULL	NULL	cum	NULL	NULL	NULL	i	NULL	NULL	जब	NULL	NULL	når	NULL	NULL	NULL	rehefa	NULL	havendo	NA	ane	NULL	huasha	antunchi	cînd	NULL	ig	keď	ko	kana	kolkuu	después	NULL	NULL	när	NULL	NULL	kung	NULL	NA	NULL	похоть	NULL	NULL	bu	yakuba	NULL
924	b.JAM.2.21a	when	NULL	toe	tai	NULL	NULL	اذ	NA	NULL	na	ако	ri	sa	NA	NULL	mɨ	NULL	NA	NA	NULL	NULL	lè	NULL	da	da	ɣɔn	waato	waatʋ	NULL	kui	esi	kun	lorsqu	wimote	NA	NA	NULL	οτε	ય	जब	kad	NULL	waktu	er	quando	NULL	その子イサクを祭壇にささげた時	awajtusat	m	ora	때에	NULL	kad	NULL	tej	i	ह	အခ	जब	ijcuac	dat	da	ᐊᐲ	laiin	وقتی	NULL	gdy	quando	NA	NULL	NULL	NULL	kana	cînd	NULL	ig	NULL	ko	nguva	goortuu	cuando	kad	wakati	när	NULL	నప	NULL	มบ	NA	aklanmadı	NULL	cuando	wode	NULL	NULL	NULL
925	b.JAM.2.25a	when	turamtai	toe	tai	se	NULL	اذ	NA	NULL	acõari	буйно	NULL	sa	NA	NULL	ˈˉguɨ	NULL	NA	NA	NULL	NULL	lè	NULL	da	da	ɣɔn	waato	waatʋ	kiam	kui	esi	kun	lorsqu	de	NA	NA	NULL	οτε	ય	जब	kad	mikor	ketika	er	NULL	NULL	使者たちをもてなし	NULL	asm	chents	때에	NULL	NULL	kai	tej	i	ज	အခ	जब	ijcuac	NULL	da	NULL	laiin	وقتی	raha	gdy	quando	NA	NULL	aretak	imahoras	jindi	cînd	NULL	NULL	keď	ko	nguva	kolkay	cuando	kad	alikubaliwa	när	NULL	నప	NULL	เม	NA	aklanmadı	NULL	cuando	wode	naka	NULL	NULL
926	b.1PE.1.11a	when	NA	toe	NA	NULL	NULL	اذ	NA	christi	NA	и	tek	sa	NA	候	mɨ	NULL	NA	NA	impoijini	ⲉⲧⲁ	apre	NULL	når	und	NA	d	kɔŋ	NULL	kui	esi	todistaessaan	et	de	NA	NA	NULL	οτε	ય	NULL	NULL	NULL	sesudah	er	quando	yet	NULL	NA	NA	NA	시	NULL	NULL	NULL	tej	i	NULL	အခ	ल	ijcuac	wanneer	når	NA	laiin	چون	raha	NULL	ao	NA	ane	aretak	NULL	kana	cînd	когда	llig	ktorý	NULL	nguva	markuu	después	NULL	wakati	när	NULL	నప	nang	เม	NA	NULL	NULL	cuando	NULL	kañ	NULL	NULL
927	b.1PE.2.20a	when	NA	wanneer	NA	NULL	quia	NULL	NA	eguinic	NA	и	NULL	NULL	NA	NULL	NULL	NULL	NA	NA	NULL	ⲟⲩⲟϩ	lè	NULL	når	NULL	NA	d	NULL	kaj	NULL	NULL	NULL	NULL	NULL	NA	NA	καὶ	NULL	ય	NULL	NULL	NULL	NULL	er	NULL	NULL	NULL	NA	imi	NA	NULL	peccantes	kad	kai	NULL	NULL	NULL	NULL	NULL	NULL	als	når	NA	NULL	هنگامی	raha	NULL	quando	NA	NULL	NULL	nishca	NULL	cînd	когда	NULL	NULL	NULL	NULL	markii	cuando	NULL	NULL	när	ܕܝܢ	నప	at	NULL	NA	NULL	NULL	NULL	wode	tooñee	ukuba	lapho
928	b.1PE.2.20b	when	NA	wanneer	NA	NULL	quia	NULL	NA	eguinic	NA	и	NULL	NULL	NA	NULL	NULL	NULL	NA	NA	NULL	ⲟⲩⲟϩ	lè	NULL	når	NULL	NA	d	NULL	kaj	NULL	NULL	NULL	NULL	NULL	NA	NA	καὶ	NULL	ય	NULL	NULL	NULL	NULL	er	NULL	NULL	NULL	NA	imi	NA	NULL	peccantes	kad	kai	NULL	NULL	NULL	NULL	NULL	NULL	als	når	NA	NULL	هنگامی	raha	NULL	quando	NA	NULL	NULL	nishca	NULL	cînd	когда	NULL	NULL	NULL	NULL	markii	cuando	NULL	NULL	när	ܕܝܢ	నప	at	NULL	NA	NULL	NULL	NULL	wode	tooñee	ukuba	lapho
929	b.1PE.2.23a	when	NA	toe	NA	si	quia	اذ	NA	NULL	NA	а	tek	pasipala	NA	NULL	mɨ	NULL	NA	NA	NULL	ⲉⲩϩⲱⲟⲩϣ	lè	když	da	da	NA	kaŋ	NULL	insultate	NULL	esi	NULL	NULL	NULL	NA	NA	NULL	λοιδορουμενος	ય	नकर	NULL	NULL	waktu	er	NULL	hayet	NULL	NA	NULL	NA	NULL	cum	kad	NULL	tej	ka	व	NULL	ल	ijcuac	als	når	NA	laiin	چون	raha	gdy	sendo	NA	NULL	aretak	NULL	kana	cînd	злословим	llig	keď	NULL	wakati	markii	cuando	kad	alipotukanwa	när	NULL	ప	nang	เม	NA	NULL	злословлений	cuando	NULL	bi	NULL	ethukwa
930	b.1PE.2.23b	when	NA	toe	NA	si	quia	اذ	NA	NULL	NA	а	tek	pasipala	NA	NULL	mɨ	NULL	NA	NA	NULL	ⲉⲩϩⲱⲟⲩϣ	lè	když	da	da	NA	kaŋ	NULL	insultate	NULL	esi	NULL	NULL	NULL	NA	NA	NULL	λοιδορουμενος	ય	नकर	NULL	NULL	waktu	er	NULL	hayet	NULL	NA	NULL	NA	NULL	cum	kad	NULL	tej	ka	व	NULL	ल	ijcuac	als	når	NA	laiin	چون	raha	gdy	sendo	NA	NULL	aretak	NULL	kana	cînd	злословим	llig	keď	NULL	wakati	markii	cuando	kad	alipotukanwa	när	NULL	ప	nang	เม	NA	NULL	злословлений	cuando	NULL	bi	NULL	ethukwa
931	b.1PE.3.20a	when	NA	toe	NA	dhe	xueeˈñeeⁿcheⁿ	حين	NA	cegoenean	NA	NULL	xe	diha	NA	時	NULL	ꮎꭿᏻ	NA	NA	ari	ϩⲟⲧⲉ	lè	když	dengang	da	NA	waato	wei	kiam	kui	esime	kun	lorsque	NULL	NA	NA	NA	οτε	ય	जब	kad	mikor	itu	þegar	quando	NULL	NULL	NA	asm	NA	때에	quando	kad	kai	tej	NULL	व	NULL	वल	ijcuac	toen	da	NA	a	که	fony	gdy	quando	NA	NULL	aretak	imahoras	kana	cînd	NULL	NULL	keď	ko	panguva	markii	cuando	kad	kumtii	när	ܟܕ	నప	nang	คราวเม	NA	NULL	як	NULL	NULL	fekk	xenikweni	lapho
932	b.1PE.4.3a	when	NA	het	NA	që	NULL	سالكين	NA	complitu	NA	когато	tek	sa	NA	候	mɨ	ꮎꭿᏻ	NA	NA	NULL	NULL	lè	NULL	idet	da	NA	NULL	NULL	kaj	kui	trɔ	juoppoudessa	en	so	NA	NA	NA	οτε	ય	NULL	NULL	kívánságokban	NULL	NULL	crapule	hayet	NULL	NA	NULL	NA	NULL	NULL	NULL	girtuokliavome	NULL	i	त	NULL	हर	NULL	NULL	idet	NA	NULL	NULL	NULL	NULL	NULL	NA	nto	NULL	imahoras	NULL	NULL	предаваясь	NULL	keď	požrešnosti	NULL	markii	habiendo	NULL	ya	NULL	ܘܒܪܘܝܘܬܐ	చ	at	คราวเม	NA	NULL	NULL	cuando	NULL	NULL	NULL	nangezinkanuko
933	b.1PE.4.13a	when	NA	NULL	NA	sepse	quia	تفرحوا	NA	NULL	NA	когато	tek	na	NA	候	mɨ	ꮎꮝꭹꮓ	NA	NA	ari	NULL	lè	NULL	NULL	NULL	NA	alwaato	mpʋ	NULL	NULL	ne	NULL	lorsque	orasi	NA	NA	NA	οταν	ય	समय	objavljenju	megjelenésekor	kalau	NULL	partecipate	hayet	NULL	NA	asm	NA	때에	NULL	un	kai	aj	NULL	NULL	အခ	जब	ijcuac	dat	NULL	NA	chiangin	NULL	NULL	NULL	que	NA	rata	aretak	NULL	kana	NULL	явление	llig	zjavení	NULL	NULL	marka	en	kad	wakati	NULL	NULL	నప	NULL	าเม	NA	NULL	і	cuando	wode	bés	NULL	kuthi
934	b.1PE.5.4a	when	NA	wanneer	NA	NULL	quia	ومتى	NA	aguer	NA	здравете	tek	inigpadayag	NA	候	mɨ	NULL	NA	NA	NULL	ⲉϣⲱⲡ	lè	když	når	wenn	NA	waati	kɔma	kiam	kui	ne	NULL	lorsque	NULL	NA	NA	NA	οταν	જ	जब	kad	mikor	waktu	þegar	quando	hayet	NULL	NA	asm	NA	때에	cum	kad	kai	aj	NULL	ज	အခ	जब	ijcuac	NULL	når	NA	NULL	وقتی	rehefa	gdy	quando	NA	ane	aretak	imahoras	kana	cînd	когда	llig	keď	ko	kana	marka	al	kad	wakati	när	ܕܟܕ	నప	pagkahayag	และเม	NA	NULL	як	cuando	wode	noonu	akubonakala	nxa
935	b.2PE.1.16a	when	NA	toe	NA	kur	quia	اذ	NA	NULL	NA	когато	NULL	NULL	NA	NULL	NULL	NULL	NA	NA	jesoshi	NULL	lè	známu	da	da	NA	NULL	NULL	NULL	NULL	esi	NULL	que	orasi	NA	NA	NA	NULL	ય	जब	NULL	NULL	waktu	er	NULL	NULL	NULL	NA	mi	NA	NULL	NULL	NULL	NULL	NULL	NULL	ह	အခ	NULL	ijcuac	toen	da	NA	NULL	چون	raha	NULL	quando	NA	NULL	NULL	NULL	NULL	meşteşugit	последуя	llig	keď	ko	nguva	markii	artificiosas	NULL	zisizo	när	ܟܕ	NULL	noong	าเม	NA	NULL	NULL	cuando	be7idi	bi	NULL	lapho
936	b.2PE.1.17a	when	NA	toe	NA	profetike	NULL	اذ	NA	NULL	NA	тъй	tek	diha	NA	時	ie	ꮎꭿᏻ	NA	NA	NULL	ⲟⲩⲟϩ	lè	když	da	da	NA	waato	waatʋ	kiam	kui	esi	kun	quand	NULL	NA	NA	NA	οτε	ય	जब	kad	mikor	waktu	er	quando	yet	NULL	NA	asm	NA	때에	NULL	kad	kai	teˈ	i	NULL	အခ	जब	ijcuac	toen	idet	NA	NULL	هنگامی	raha	gdy	quando	NA	NULL	NULL	NULL	kana	cînd	когда	llig	keď	ko	panguva	markii	NULL	kad	wakati	när	ܟܕ	నప	nang	เม	NA	NULL	коли	cuando	wode	bi	NULL	lapho
937	b.2PE.1.18a	when	NA	toe	NA	NULL	NULL	اذ	NA	NULL	NA	развратния	tek	kay	NA	候	tɨˊ	ꮎꭿᏻ	NA	NA	NA	ⲉⲥⲛⲏⲟⲩ	lè	pošlý	da	da	NA	waato	waatʋ	kunestante	NULL	esi	kun	lorsque	orasi	NA	NA	NA	ελθουσαν	ય	जब	dopiraše	jövõ	ketika	er	mentre	yet	NULL	NA	mi	NA	때에	cum	kad	kai	NULL	NULL	NULL	အခ	जब	ijcuac	NA	da	NA	un	که	raha	NULL	estando	NA	bula	aretak	NULL	kana	cînd	будучи	NA	keď	ko	nguva	markii	cuando	kad	wakati	när	ܟܕ	NULL	nang	NULL	NA	NULL	як	cuando	NULL	bi	NULL	NULL
938	b.2PE.2.18a	when	NA	NULL	NA	NULL	quia	اذ	NA	NULL	NA	NULL	NULL	NULL	NA	NULL	NULL	NULL	NA	NA	NULL	ϧⲉⲛϩⲁⲛⲙⲉⲧⲉⲫⲗⲏⲟⲩ	NULL	a	idet	NULL	NA	waato	NULL	NULL	rääkides	wotsɔa	NULL	NULL	de	NA	NA	NA	NULL	ય	NULL	naduvene	NULL	NULL	NULL	NULL	NULL	NULL	NA	NA	NA	NULL	superba	runādami	NULL	NULL	NULL	ज	အခ	ल	NULL	NULL	idet	NA	NULL	که	NULL	NULL	NULL	NA	NULL	nimal	NULL	NULL	NULL	NULL	NULL	NULL	prešerno	NULL	NULL	NULL	i	NULL	NULL	ܟܕ	డ	NULL	ดเย	NA	NULL	промовляючи	NULL	NULL	fàbbi	NULL	NULL
939	b.1JO.2.28a	when	NA	wanneer	NA	NULL	quia	اذا	NA	aguer	NA	защото	tek	na	NA	候	mɨ	ꮎꭿᏻ	NA	NA	ari	NULL	lè	když	når	wenn	NA	waati	waatʋ	se	kui	NULL	NULL	lorsqu	NULL	NA	NA	NA	οταν	ય	जब	kad	mikor	waktu	þegar	quando	yet	NULL	NA	asm	NA	때에	cum	kad	kai	aj	NULL	व	အခ	जब	ijcuac	NULL	når	NA	uleh	چون	raha	gdy	quando	NA	ane	aretak	NULL	kana	cînd	когда	akud	keď	če	kana	kolkuu	cuando	kad	wakati	när	ܕܡܐ	నప	kung	าเม	as	geldiğinde	коли	cuando	wode	bés	xa	nxa
940	b.1JO.3.2a	when	NA	as	NA	NULL	quia	اذا	NA	aguer	NA	NULL	tek	na	NA	NULL	mɨ	ꮎꭿᏻ	NA	NA	NULL	NULL	lè	když	når	wenn	NA	waati	kɔŋ	se	NULL	ne	kun	lorsque	orasi	NA	NA	NA	οταν	ર	जब	kad	ha	kalau	þegar	quando	yet	NULL	NA	m	NA	NULL	cum	kad	kai	aj	NULL	व	အခ	NULL	ijcuac	als	når	NA	chiangin	چون	raha	gdy	quando	NA	u	aretak	caita	kana	cînd	когда	llig	keď	ko	kana	goortuu	cuando	kad	wakati	när	ܕܡܐ	నప	kung	าเม	as	zaman	коди	cuando	wode	bés	xa	nxa
941	b.1JO.5.2a	when	NA	wanneer	NA	dhe	quia	اذا	NA	NULL	NA	NULL	ri	NULL	NA	NULL	mɨ	ꭲꮣꮩꮄꮀꭿꮝꮧꮝꭺ	NA	NA	NULL	ⲉϣⲱⲡ	lè	když	når	wenn	NA	d	NULL	kiam	kui	NULL	kun	lorsque	de	NA	NA	NA	οταν	NULL	जब	kad	hogyha	NULL	að	se	hayet	NULL	NA	NULL	NA	때에	cum	ja	mylį	NULL	ka	ह	NULL	NULL	ijcuac	als	når	NA	a	چون	NULL	gdy	se	NA	ane	aretak	imahoras	kana	că	когда	NULL	keď	ako	kana	goortaynu	cuando	kad	NULL	när	ܡܐ	NULL	pagka	เม	as	getirmekle	коли	cuando	NULL	NULL	xa	nxa
942	b.3JO.1.3a	when	NA	as	NA	NULL	tquiecañom	اذ	NA	ethorri	NA	NULL	NULL	abut	NA	NULL	mɨ	NULL	NA	NA	areejeitachari	ⲉⲧⲁⲩⲓ	lè	když	da	da	NA	waato	ɩlɛna	kiam	kui	esi	kun	lorsque	NA	NA	NA	NA	οτι	ય	जब	kada	mikor	ketika	þegar	quando	yet	NULL	NA	asm	NA	NULL	venientibus	kad	kai	teˈ	i	व	အခ	ल	ijcuac	NULL	da	NA	lai	چون	fony	gdy	quando	NA	NULL	aretak	shamujpi	kana	cînd	когда	llig	keď	ko	NA	markii	cuando	kad	NULL	då	ܡܐ	NULL	nang	เม	as	NULL	коли	cuando	wode	NULL	bakufika	NULL
943	b.JUD.1.3a	when	nuna	terwyl	NULL	NULL	jnda	اذ	NA	NULL	NULL	като	tek	sa	NA	候	NULL	ꭲᏻꮓ	NA	NA	NULL	NULL	t	NULL	da	nachdem	waan	NULL	lʋpa	kiam	NULL	togbɔ	kun	comme	NA	NA	NA	NA	επειδη	NA	जब	dok	NULL	NULL	NULL	NULL	NULL	NULL	NA	al	NULL	NULL	NULL	NULL	NULL	NULL	i	ह	NULL	NULL	NULL	dat	mens	NULL	NULL	چون	raha	NULL	enquanto	NA	NA	NULL	munacani	NULL	cînd	NULL	NULL	NULL	ko	NA	NULL	mientras	starajući	wakati	då	ܟܕ	NULL	samantalang	เม	NA	NULL	NULL	NULL	wode	NULL	NULL	NULL
944	b.JUD.1.9a	when	juuntri	toe	tai	NULL	quia	فلما	NA	NULL	acõari	NULL	tek	sa	NA	候	mɨ	NULL	NA	NA	ari	NULL	lè	když	da	da	ɣɔn	waato	mpʋ	kiam	kui	esi	kun	lorsqu	NA	NA	NA	NA	οτε	NA	जब	kad	mikor	waktu	NULL	quando	yet	御使のかしらミカエルは	NULL	asm	ora	때에	cum	kad	kai	tej	NULL	NA	အခ	NA	ijcuac	toen	dengang	ᐊᐲ	un	چون	raha	gdy	quando	NA	nto	aretak	NULL	kana	cînd	когда	llig	keď	ko	NA	markuu	cuando	kad	NULL	när	ܟܕ	నప	nang	NULL	NA	NULL	коли	cuando	wode	bi	NULL	lapho
945	b.JUD.1.12a	when	NULL	NULL	a	NULL	quia	صانعين	NA	maculác	acõari	и	tek	sa	NA	候	tɨˊ	ꮎꭿᏻ	NA	NA	NULL	NULL	vin	když	fordi	NULL	te	waati	wei	NULL	mustuselaigud	ŋumakpetɔe	ja	impudemment	NA	NA	NA	NA	NULL	ય	NULL	NULL	NULL	waktu	er	se	NULL	NULL	anenaitiai	m	ora	NULL	NULL	NULL	kai	ayeqetziˈn	i	सम	အခ	NULL	ijcuac	NULL	måltider	ᐐᑫ	NULL	چون	raha	NULL	quando	NA	NULL	aretak	NULL	kana	NULL	NULL	llig	NULL	ko	NA	markay	NULL	milostinje	NULL	där	ܟܕ	NULL	kung	วมการเล	NA	NULL	NULL	cuando	wode	NULL	zothando	NULL
946	b.MAT.1.20a	while	NULL	terwyl	isenuminka	ndërsa	yocheⁿ	فيما	մինչ	gogoan	NULL	когато	NULL	nagpalandong	anae	時	lajeeˇ	ꭰꮟꮙ	NA	abä	irosati	NULL	lè	když	idet	indem	te	za	ɩlɛna	kiam	kui	esi	kun	comme	orasi	choud	NA	NULL	ενω	ય	जब	dok	mikor	sementara	NULL	mentre	lan	NULL	enentáimia	NULL	NULL	때에	NULL	kamēr	kai	tzmataq	i	असत	စဉ	जब	chica	terwijl	mens	ᒣᒀ	laiin	چون	raha	gdy	NULL	kwaci	bula	aretak	tiaushcai	sar	cînd	когда	sul	keď	ko	wakati	intuu	mientras	kad	alipokuwa	när	ܟܕ	డగ	samantalang	เม	NA	NULL	як	NULL	NULL	bi	akubon	NULL
947	b.MAT.9.18a	while	chichaak	terwyl	koro	ndërsa	yocheⁿ	وفيما	մինչ	NULL	NULL	когато	tek	samtang	mientras	NULL	lajeeˇ	ꭰꮟꮙ	сице	a	irosati	ⲇⲉ	antan	když	medens	da	na	NULL	tɔŋna	dum	NA	esime	kun	tandis	NULL	choud	miþþanei	NULL	ενω	ય	थ	dok	mikor	sementara	meðan	mentre	lan	NULL	NULL	mazal	NA	때에	NULL	kamēr	jam	tzmataq	i	असत	စဉ	NULL	chica	terwijl	mens	ᒣᒀ	laitakin	هنوز	raha	gdy	enquanto	kwa	bula	tajin	NULL	sar	cînd	когда	sul	keď	ko	NULL	intuu	mientras	dok	alipokuwa	medan	ܟܕ	డగ	samantalang	เม	NA	NULL	NULL	aj	NULL	bi	akubon	esakhuluma
948	b.MAT.12.46a	while	NULL	terwyl	koro	ndërsa	ndicwaⁿ	وفيما	մինչ	NULL	yicami	когато	NULL	samtang	anae	候	guiˈnangˈˇ	ꭰꮟꮙ	еще	NA	irosati	ϩⲱⲥ	t	když	medens	da	te	NULL	tɔŋna	dum	kui	esi	NULL	comme	NULL	choud	NA	ἔτι	ενω	ય	जब	dok	mikor	sementara	meðan	mentre	lan	NULL	NULL	mazal	NULL	때에	NULL	kamēr	NULL	tzmataq	i	असत	စဉ	जब	NULL	terwijl	mens	ᒣᒀ	laiin	NULL	raha	gdy	enquanto	kwaci	bula	aretak	NULL	sar	cînd	когда	sul	kým	ko	wakati	intuu	mientras	dok	NULL	medan	ܟܕ	డగ	samantalang	ขณะท	NA	daha	NULL	aj	NULL	bi	NULL	NULL
949	b.MAT.13.25a	while	NULL	terwyl	NULL	ndërsa	yocheⁿ	وفيما	NULL	ceunçala	NULL	когато	tek	samtang	tiempo	候	lajeeˇ	NULL	съпѧщемъ	NA	NULL	NULL	pandan	když	medens	da	te	waato	NULL	dum	NULL	esi	NULL	pendant	NULL	choud	NA	NULL	ενω	જ	जब	dok	mikor	NULL	er	mentre	NULL	NULL	NULL	mi	NULL	때에	cum	kamēr	NULL	tej	NULL	असत	အခ	NULL	ijcuac	terwijl	mens	NULL	kalin	چون	raha	gdy	enquanto	kwa	bula	aretak	NULL	zhi	cînd	когда	llig	kým	ko	NULL	intii	mientras	kad	NULL	när	ܘܟܕ	NULL	samantalang	เม	NA	NULL	як	cuando	NULL	bi	xa	NULL
950	b.MAT.13.29a	while	NULL	as	koro	duke	NULL	تقلعوا	NULL	NULL	NULL	като	NULL	NULL	sea	NULL	do	NULL	въстръгаѭще	NA	NULL	ⲉⲣⲉⲧⲉⲛⲥⲱⲕⲓ	antan	NULL	når	NULL	te	waato	NULL	NULL	NULL	NULL	NULL	arrachant	NULL	NULL	NA	NULL	NULL	NULL	NULL	NULL	mikor	NULL	NULL	succeda	NULL	NULL	NULL	m	NULL	NULL	colligentes	NULL	NULL	NULL	NULL	असत	NULL	जब	ijcuac	NULL	når	ᐸᑾᒋᐱᑑᔦᒃ	NULL	NULL	raha	zbierając	NULL	ie	NULL	NULL	NULL	kana	NULL	выбирая	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	när	ܟܕ	డగ	pagtitipon	NULL	NA	NULL	NULL	NULL	NULL	NULL	xa	NULL
951	b.MAT.14.22a	while	NULL	terwyl	tʉrawɨrɨ	deri	cwityˈio	NULL	առաջանալ	bizquitartean	yaja	докле	na	samtang	tiempo	等	lajeeˇ	ꭰꮟ	доньдеже	NA	pijivajeitanajena	NULL	NULL	dokudž	medens	bis	te	NULL	ɩlɛna	gxis	kuni	megbe	aikaa	pendant	niside	choud	NA	ἕως	εωσου	NULL	जब	dok	míg	sementara	meðan	mentre	takˈlo	しいて弟子たちを舟に乗り込ませ	émaa	NULL	NULL	동안에	donec	iekams	kol	qikyˈxa	i	NULL	စဉ	NULL	chica	nog	NULL	ᓂᔕᐙᒡ	tuangsak	NULL	NULL	ażby	enquanto	kwa	NULL	NULL	NULL	pon	pînă	пока	NULL	dokiaľ	medtem	NULL	intuu	mientras	dok	wakati	medan	ܥܕ	NULL	hanggang	NULL	NA	geçmelerini	поки	NULL	NULL	NULL	gama	NULL
952	b.MAT.17.5a	while	chichaak	terwyl	koro	ndërsa	ndicwaⁿ	وفيما	մինչ	cela	NULL	когато	tek	samtang	anae	NULL	lajeeˇ	ꭰꮟꮙꮓ	NULL	NA	irosati	NULL	t	když	medens	da	te	NULL	NULL	dum	kui	esi	NULL	comme	wobicarasi	choud	NA	ἔτι	ενω	NULL	थ	dok	mikor	sementara	meðan	NULL	lan	NULL	NULL	mazal	yojtsóyebuambnantscuana	때에	NULL	NULL	dar	tzmataq	ana	NULL	စဉ	जब	chica	NULL	mens	ᒣᒀ	NULL	NULL	raha	gdy	estando	kwaci	bula	aretak	NULL	sar	cînd	когда	sul	kým	ko	NULL	intuu	mientras	dok	alipokuwa	medan	NULL	డగ	samantalang	เปโตรท	NA	konuşurken	NULL	tijiniˈ	NULL	bi	NULL	esakhuluma
953	b.MAT.17.22a	while	NULL	terwyl	NULL	ndërsa	yocheⁿ	وفيما	մինչ	NULL	NULL	когато	tek	samtang	anae	候	lajeeˇ	ꭰꮟꮓ	живѫштемъ	NA	NULL	NULL	antan	když	medens	da	te	za	NULL	kiam	kui	esi	NULL	pendant	NULL	choud	NA	NULL	ενω	જ	NULL	NULL	mikor	NULL	NULL	mentre	NULL	NULL	NULL	mi	NULL	때에	NULL	NULL	NULL	NULL	i	NULL	စဉ	NULL	chica	NULL	mens	NULL	lai	چون	raha	gdy	NULL	kwa	NULL	aretak	tiaushcai	NULL	cînd	время	NULL	keď	ko	NULL	intay	estando	kad	NULL	medan	ܟܕ	డగ	samantalang	และการฟ	NA	NULL	як	NULL	NULL	bi	kaloku	NULL
