	eng	acu	afr	ake	alb	amu	ara	arm	baq	bsn	bul	cak	ceb	cha	chi	chq	chr	chu	cjp	cni	cop	crp	cze	dan	deu	dik	dje	dop	epo	est	ewe	fin	fra	gbi	glv	got	grc	gre	guj	hin	hrv	hun	ind	isl	ita	jak	jap	jiv	kab	kbh	kor	lat	lav	lit	mam	mao	mar	mya	nep	nhg	nld	nor	ojb	pck	pes	plt	pol	por	pot	ppk	quc	quw	rom	rum	rus	shi	slk	slv	sna	som	spa	srp	ssw	swe	syr	tel	tgl	tha	tmh	tur	ukr	usp	wal	wol	xho	zul
b.2PE.1.17a	when	NA	toe	NA	NULL	NULL	اذ	NA	NULL	NA	тъй	tek	diha	NA	時	ie	ꮎꭿᏻ	NA	NA	NULL	ⲟⲩⲟϩ	lè	když	da	da	NA	waato	waatʋ	kiam	kui	esi	kun	quand	NULL	NA	NA	NA	οτε	ય	जब	kad	mikor	waktu	er	quando	yet	NULL	NA	asm	NA	때에	NULL	kad	kai	teˈ	i	NULL	အခ	जब	ijcuac	toen	idet	NA	NULL	هنگامی	raha	gdy	quando	NA	NULL	NULL	NULL	kana	cînd	когда	llig	keď	ko	panguva	markii	NULL	kad	wakati	när	ܟܕ	నప	nang	เม	NA	NULL	коли	cuando	wode	bi	NULL	lapho
b.2PE.1.18a	when	NA	toe	NA	NULL	NULL	اذ	NA	NULL	NA	NULL	tek	kay	NA	候	tɨˊ	ꮎꭿᏻ	NA	NA	NA	NULL	lè	NULL	da	da	NA	waato	waatʋ	NULL	NULL	esi	kun	lorsque	orasi	NA	NA	NA	NULL	ય	जब	NULL	NULL	ketika	er	mentre	yet	NULL	NA	mi	NA	때에	cum	kad	kai	NULL	NULL	NULL	အခ	जब	ijcuac	NA	da	NA	un	که	raha	NULL	estando	NA	bula	aretak	NULL	kana	cînd	будучи	NA	keď	ko	nguva	markii	cuando	kad	wakati	när	ܟܕ	NULL	nang	NULL	NA	NULL	як	cuando	NULL	bi	NULL	NULL
b.2PE.2.18a	when	NA	NULL	NA	NULL	quia	اذ	NA	NULL	NA	NULL	NULL	NULL	NA	NULL	NULL	NULL	NA	NA	NULL	NULL	NULL	a	idet	NULL	NA	waato	NULL	NULL	NULL	NULL	NULL	NULL	de	NA	NA	NA	NULL	ય	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NA	NA	NA	NULL	NULL	NULL	NULL	NULL	NULL	ज	အခ	ल	NULL	NULL	idet	NA	NULL	که	NULL	NULL	NULL	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	i	NULL	NULL	ܟܕ	డ	NULL	NULL	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL
b.1JO.2.28a	when	NA	wanneer	NA	NULL	quia	اذا	NA	aguer	NA	защото	tek	na	NA	候	mɨ	ꮎꭿᏻ	NA	NA	ari	NULL	lè	když	når	wenn	NA	waati	waatʋ	se	kui	NULL	NULL	lorsqu	NULL	NA	NA	NA	οταν	ય	जब	kad	mikor	waktu	þegar	quando	yet	NULL	NA	asm	NA	때에	cum	kad	kai	aj	NULL	व	အခ	जब	ijcuac	NULL	når	NA	uleh	چون	raha	gdy	quando	NA	ane	aretak	NULL	kana	cînd	когда	akud	keď	NULL	kana	kolkuu	cuando	kad	wakati	när	ܕܡܐ	నప	kung	าเม	as	geldiğinde	коли	cuando	wode	bés	xa	nxa
b.1JO.3.2a	when	NA	as	NA	NULL	quia	اذا	NA	aguer	NA	NULL	tek	na	NA	NULL	mɨ	ꮎꭿᏻ	NA	NA	NULL	NULL	lè	když	når	wenn	NA	waati	NULL	se	NULL	ne	kun	lorsque	orasi	NA	NA	NA	οταν	ર	जब	kad	ha	kalau	þegar	quando	yet	NULL	NA	m	NA	NULL	cum	kad	kai	aj	NULL	व	အခ	NULL	ijcuac	als	når	NA	chiangin	چون	raha	gdy	quando	NA	u	aretak	caita	kana	cînd	когда	llig	keď	ko	kana	goortuu	cuando	kad	wakati	när	ܕܡܐ	నప	kung	าเม	as	zaman	коди	cuando	wode	bés	xa	nxa
b.1JO.5.2a	when	NA	wanneer	NA	dhe	quia	اذا	NA	NULL	NA	NULL	ri	NULL	NA	NULL	mɨ	NULL	NA	NA	NULL	ⲉϣⲱⲡ	lè	když	når	wenn	NA	d	NULL	kiam	kui	NULL	kun	lorsque	de	NA	NA	NA	οταν	NULL	जब	kad	NULL	NULL	að	se	hayet	NULL	NA	NULL	NA	때에	cum	ja	NULL	NULL	ka	ह	NULL	NULL	ijcuac	als	når	NA	a	چون	NULL	gdy	NULL	NA	ane	aretak	imahoras	kana	că	когда	NULL	keď	NULL	kana	NULL	cuando	kad	NULL	när	ܡܐ	NULL	pagka	เม	as	NULL	коли	cuando	NULL	NULL	xa	nxa
b.3JO.1.3a	when	NA	as	NA	NULL	NULL	اذ	NA	NULL	NA	NULL	NULL	abut	NA	NULL	mɨ	NULL	NA	NA	NULL	ⲉⲧⲁⲩⲓ	lè	když	da	da	NA	waato	ɩlɛna	kiam	kui	esi	kun	lorsque	NA	NA	NA	NA	οτι	ય	जब	kada	mikor	ketika	þegar	quando	yet	NULL	NA	asm	NA	NULL	NULL	kad	kai	teˈ	i	व	အခ	ल	ijcuac	NULL	da	NA	lai	چون	fony	gdy	quando	NA	NULL	aretak	shamujpi	kana	cînd	когда	llig	keď	ko	NA	markii	cuando	kad	NULL	då	ܡܐ	NULL	nang	เม	as	NULL	коли	cuando	wode	NULL	bakufika	NULL
b.JUD.1.3a	when	nuna	terwyl	NULL	NULL	jnda	اذ	NA	NULL	NULL	като	tek	sa	NA	候	NULL	ꭲᏻꮓ	NA	NA	NULL	NULL	t	NULL	da	nachdem	waan	NULL	NULL	kiam	NULL	togbɔ	kun	comme	NA	NA	NA	NA	επειδη	NA	जब	dok	NULL	NULL	NULL	NULL	NULL	NULL	NA	al	NULL	NULL	NULL	NULL	NULL	NULL	i	ह	NULL	NULL	NULL	dat	mens	NULL	NULL	چون	raha	NULL	enquanto	NA	NA	NULL	NULL	NULL	cînd	NULL	NULL	NULL	ko	NA	NULL	mientras	NULL	wakati	då	ܟܕ	NULL	samantalang	เม	NA	NULL	NULL	NULL	wode	NULL	NULL	NULL
b.JUD.1.9a	when	NULL	toe	tai	NULL	quia	فلما	NA	NULL	acõari	NULL	tek	sa	NA	候	mɨ	NULL	NA	NA	ari	NULL	lè	když	da	da	ɣɔn	waato	mpʋ	kiam	kui	esi	kun	lorsqu	NA	NA	NA	NA	οτε	NA	जब	kad	mikor	waktu	NULL	quando	yet	NULL	NULL	asm	ora	때에	cum	kad	kai	tej	NULL	NA	အခ	NA	ijcuac	toen	dengang	ᐊᐲ	un	چون	raha	gdy	quando	NA	nto	aretak	NULL	kana	cînd	когда	llig	keď	ko	NA	markuu	cuando	kad	NULL	när	ܟܕ	నప	nang	NULL	NA	NULL	коли	cuando	wode	bi	NULL	lapho
b.JUD.1.12a	when	NULL	NULL	a	NULL	quia	NULL	NA	NULL	acõari	и	tek	sa	NA	候	tɨˊ	ꮎꭿᏻ	NA	NA	NULL	NULL	vin	když	NULL	NULL	te	waati	wei	NULL	NULL	NULL	ja	NULL	NA	NA	NA	NA	NULL	ય	NULL	NULL	NULL	waktu	er	se	NULL	NULL	NULL	m	ora	NULL	NULL	NULL	kai	NULL	i	NULL	အခ	NULL	ijcuac	NULL	NULL	ᐐᑫ	NULL	چون	raha	NULL	quando	NA	NULL	aretak	NULL	kana	NULL	NULL	llig	NULL	ko	NA	markay	NULL	NULL	NULL	NULL	ܟܕ	NULL	kung	NULL	NA	NULL	NULL	cuando	wode	NULL	NULL	NULL
b.MAT.1.20a	while	NULL	terwyl	NULL	ndërsa	yocheⁿ	فيما	մինչ	NULL	NULL	когато	NULL	NULL	anae	時	lajeeˇ	ꭰꮟꮙ	NA	NULL	irosati	NULL	lè	když	idet	indem	te	za	ɩlɛna	kiam	kui	esi	kun	comme	orasi	choud	NA	NULL	ενω	ય	जब	dok	mikor	sementara	NULL	mentre	lan	NULL	NULL	NULL	NULL	때에	NULL	kamēr	kai	tzmataq	i	असत	စဉ	जब	chica	terwijl	mens	ᒣᒀ	laiin	چون	raha	gdy	NULL	kwaci	bula	aretak	tiaushcai	sar	cînd	когда	sul	keď	ko	wakati	intuu	mientras	kad	alipokuwa	när	ܟܕ	డగ	samantalang	เม	NA	NULL	як	NULL	NULL	bi	akubon	NULL
b.MAT.9.18a	while	chichaak	terwyl	koro	ndërsa	yocheⁿ	وفيما	մինչ	NULL	NULL	когато	tek	samtang	mientras	NULL	lajeeˇ	ꭰꮟꮙ	NULL	NULL	irosati	ⲇⲉ	antan	když	medens	da	na	NULL	tɔŋna	dum	NA	esime	kun	tandis	NULL	choud	miþþanei	NULL	ενω	ય	थ	dok	mikor	sementara	meðan	mentre	lan	NULL	NULL	mazal	NA	때에	NULL	kamēr	NULL	tzmataq	i	असत	စဉ	NULL	chica	terwijl	mens	ᒣᒀ	laitakin	NULL	raha	gdy	enquanto	kwa	bula	tajin	NULL	sar	cînd	когда	sul	keď	ko	NULL	intuu	mientras	dok	alipokuwa	medan	ܟܕ	డగ	samantalang	เม	NA	NULL	NULL	aj	NULL	bi	akubon	esakhuluma
b.MAT.12.46a	while	NULL	terwyl	koro	ndërsa	ndicwaⁿ	وفيما	մինչ	NULL	yicami	когато	NULL	samtang	anae	候	guiˈnangˈˇ	ꭰꮟꮙ	еще	NA	irosati	ϩⲱⲥ	t	když	medens	da	te	NULL	tɔŋna	dum	kui	esi	NULL	comme	NULL	choud	NA	ἔτι	ενω	ય	जब	dok	mikor	sementara	meðan	mentre	lan	NULL	NULL	mazal	NULL	때에	NULL	kamēr	NULL	tzmataq	i	असत	စဉ	जब	NULL	terwijl	mens	ᒣᒀ	laiin	NULL	raha	gdy	enquanto	kwaci	bula	aretak	NULL	sar	cînd	когда	sul	kým	ko	wakati	intuu	mientras	dok	NULL	medan	ܟܕ	డగ	samantalang	ขณะท	NA	daha	NULL	aj	NULL	bi	NULL	NULL
b.MAT.13.25a	while	NULL	terwyl	NULL	ndërsa	yocheⁿ	وفيما	NULL	NULL	NULL	когато	tek	samtang	tiempo	候	lajeeˇ	NULL	NULL	NA	NULL	NULL	pandan	když	medens	da	te	waato	NULL	dum	NULL	esi	NULL	pendant	NULL	choud	NA	NULL	ενω	જ	जब	dok	mikor	NULL	er	mentre	NULL	NULL	NULL	mi	NULL	때에	cum	kamēr	NULL	tej	NULL	असत	အခ	NULL	ijcuac	terwijl	mens	NULL	NULL	چون	raha	gdy	enquanto	kwa	bula	aretak	NULL	zhi	cînd	когда	llig	kým	ko	NULL	intii	mientras	kad	NULL	när	ܘܟܕ	NULL	samantalang	เม	NA	NULL	як	cuando	NULL	bi	xa	NULL
b.MAT.13.29a	while	NULL	as	koro	duke	NULL	NULL	NULL	NULL	NULL	като	NULL	NULL	NULL	NULL	do	NULL	NULL	NA	NULL	NULL	antan	NULL	når	NULL	te	waato	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NA	NULL	NULL	NULL	NULL	NULL	mikor	NULL	NULL	NULL	NULL	NULL	NULL	m	NULL	NULL	NULL	NULL	NULL	NULL	NULL	असत	NULL	जब	ijcuac	NULL	når	NULL	NULL	NULL	raha	NULL	NULL	ie	NULL	NULL	NULL	kana	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	när	ܟܕ	డగ	NULL	NULL	NA	NULL	NULL	NULL	NULL	NULL	xa	NULL
b.MAT.14.22a	while	NULL	terwyl	NULL	NULL	NULL	NULL	NULL	NULL	yaja	докле	na	samtang	tiempo	等	lajeeˇ	ꭰꮟ	доньдеже	NA	NULL	NULL	NULL	dokudž	medens	bis	te	NULL	ɩlɛna	NULL	NULL	megbe	aikaa	pendant	NULL	choud	NA	ἕως	εωσου	NULL	जब	dok	míg	sementara	meðan	mentre	NULL	NULL	NULL	NULL	NULL	동안에	donec	NULL	kol	NULL	i	NULL	စဉ	NULL	chica	nog	NULL	NULL	NULL	NULL	NULL	NULL	enquanto	kwa	NULL	NULL	NULL	pon	pînă	пока	NULL	dokiaľ	NULL	NULL	intuu	mientras	dok	wakati	medan	ܥܕ	NULL	NULL	NULL	NA	NULL	поки	NULL	NULL	NULL	NULL	NULL
b.MAT.17.5a	while	chichaak	terwyl	koro	ndërsa	ndicwaⁿ	وفيما	մինչ	cela	NULL	когато	tek	samtang	anae	NULL	lajeeˇ	ꭰꮟꮙꮓ	NULL	NA	irosati	NULL	t	když	medens	da	te	NULL	NULL	dum	kui	esi	NULL	comme	wobicarasi	choud	NA	ἔτι	ενω	NULL	थ	dok	mikor	sementara	meðan	NULL	lan	NULL	NULL	mazal	yojtsóyebuambnantscuana	때에	NULL	NULL	dar	tzmataq	ana	NULL	စဉ	जब	chica	NULL	mens	ᒣᒀ	NULL	NULL	raha	gdy	estando	kwaci	bula	aretak	NULL	sar	cînd	когда	sul	kým	ko	NULL	intuu	mientras	dok	alipokuwa	medan	NULL	డగ	samantalang	NULL	NA	konuşurken	NULL	tijiniˈ	NULL	bi	NULL	esakhuluma
b.MAT.17.22a	while	NULL	terwyl	NULL	ndërsa	yocheⁿ	وفيما	մինչ	NULL	NULL	когато	tek	samtang	anae	候	lajeeˇ	NULL	NULL	NA	NULL	NULL	antan	když	medens	da	te	za	NULL	kiam	kui	esi	NULL	pendant	NULL	choud	NA	NULL	ενω	જ	NULL	NULL	mikor	NULL	NULL	mentre	NULL	NULL	NULL	mi	NULL	때에	NULL	NULL	NULL	NULL	i	NULL	စဉ	NULL	chica	NULL	mens	NULL	lai	چون	raha	gdy	NULL	kwa	NULL	aretak	tiaushcai	NULL	cînd	время	NULL	keď	ko	NULL	intay	estando	kad	NULL	medan	ܟܕ	డగ	samantalang	NULL	NA	NULL	як	NULL	NULL	bi	kaloku	NULL
b.MAT.22.41a	while	NULL	toe	koro	kur	yocheⁿ	NULL	NULL	eta	NULL	когато	tek	samtang	n	候	lajeeˇ	ꭰꮟꮙ	NULL	NA	NULL	ⲇⲉ	NULL	když	NULL	da	wen	za	NULL	kiam	kui	NULL	NULL	comme	NULL	choud	NA	δὲ	ενω	ય	जब	NULL	mikor	sementara	meðan	NULL	NULL	NULL	NULL	mi	NULL	NULL	NULL	kad	kol	NULL	i	असत	စဉ	जब	chica	NULL	mens	ᒣᒀ	NULL	چون	NULL	gdy	enquanto	NULL	bula	cˈä	NULL	kana	cînd	когда	sul	keď	ko	NULL	NULL	NULL	kad	NULL	NULL	ܟܕ	NULL	habang	เม	NA	NULL	як	NULL	NULL	bi	NULL	NULL
b.MAT.25.5a	while	NULL	terwyl	NULL	NULL	yocheⁿ	وفيما	NULL	NULL	NULL	докато	NULL	NULL	anae	候	lajeeˇ	NULL	NULL	NA	NULL	ⲇⲉ	t	když	da	da	na	waato	ɩlɛna	kiam	kui	NA	NULL	comme	iteka	choud	NA	δὲ	NULL	NULL	जब	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	kad	NULL	NULL	NULL	NULL	စဉ	NULL	NULL	NULL	da	ᒣᒀ	NULL	چون	raha	gdy	NULL	NULL	mahae	NULL	NULL	vriama	fiindcă	NULL	llig	keď	ko	NULL	NULL	NULL	NULL	NULL	NULL	ܟܕ	NULL	samantalang	เม	NA	NULL	як	NULL	NULL	NULL	akubon	NULL
b.MAT.25.10a	while	NULL	onderwyl	koro	kur	yocheⁿ	وفيما	NULL	NULL	NULL	когато	tek	samtang	anae	候	lajeeˇ	NULL	NULL	NA	NULL	NULL	antan	když	medens	da	wen	waato	ɩlɛna	dum	kui	NULL	NULL	pendant	NULL	choud	NA	NULL	ενω	જ	जब	dok	mikor	sementara	meðan	mentre	NULL	NULL	NULL	NULL	NULL	NULL	dum	kamēr	NULL	NULL	NULL	NULL	အခ	जब	chica	terwijl	mens	ᒣᒀ	NULL	NULL	raha	gdy	NULL	pic	NULL	aretak	NULL	pon	cînd	когда	NULL	keď	ko	NULL	NULL	mientras	kad	NULL	när	NULL	డగ	samantalang	เม	NA	NULL	як	cuando	NULL	bi	NULL	NULL
b.MAT.26.36a	while	NULL	onderwyl	NULL	ndërsa	yocheⁿ	NULL	NULL	NULL	NULL	NULL	na	samtang	NULL	等	lajeeˇ	NULL	NULL	NA	NULL	NULL	NULL	NULL	medens	bis	NULL	NULL	NULL	dum	niikaua	NULL	aikaa	pendant	NULL	choud	NA	ἕως	εωσου	ય	जब	dok	míg	sementara	meðan	mentre	NULL	NULL	pujusrum	NULL	NULL	동안에	donec	kamēr	kol	NULL	NULL	NULL	စဉ	NULL	chica	NULL	mens	NULL	NULL	NULL	raha	NULL	enquanto	ie	NULL	NULL	NULL	pon	pînă	пока	NULL	NULL	NULL	NULL	intii	NULL	dok	NULL	medan	ܥܕ	NULL	samantalang	ขณะเม	NA	NULL	поки	NULL	NULL	NULL	NULL	NULL
b.MAT.26.47a	while	chichaak	terwyl	koro	ndërsa	ndicwaⁿ	وفيما	մինչ	cela	NULL	NULL	NULL	samtang	anae	NULL	lajeeˇ	ꭰꮟꮙꮓ	NULL	NA	irosati	NULL	lè	když	medens	als	te	za	tɔŋna	dum	kui	esi	NULL	comme	orasi	choud	NA	ἔτι	ενω	NULL	रह	dok	mikor	sementara	meðan	mentre	lan	NULL	NULL	mazal	yojtsóyebuambnantscuana	NULL	NULL	kamēr	dar	tzmataq	i	असत	စဉ	NULL	ijcuac	NULL	mens	ᒣᒀ	NULL	NULL	raha	gdy	estando	kwa	bula	cˈä	NULL	sar	cînd	когда	sul	kým	ko	NULL	intuu	mientras	dok	alipokuwa	medan	NULL	డగ	samantalang	สย	NA	konuşurken	коли	tijiniˈ	NULL	bi	NULL	esakhuluma
b.MAT.27.63a	while	NULL	toe	NULL	sa	NULL	NULL	քանի	NULL	ejacõari	NULL	tek	NULL	anae	時	NULL	ꭰꮟꮙ	еште	NA	NULL	NULL	lè	NULL	medens	da	NULL	za	NULL	dum	NULL	NULL	NULL	quand	NULL	choud	NULL	NULL	NULL	હત	NULL	NULL	NULL	NULL	NULL	mentre	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	tej	NULL	असत	NULL	NULL	ijcuac	NULL	mens	ᒣᒀ	NULL	وقتی	fony	gdy	quando	kwa	bula	NULL	NULL	NULL	cînd	NULL	NULL	keď	ko	achiri	intuu	mientras	NULL	NULL	medan	ܟܕ	NULL	nang	NULL	NA	NA	NULL	yoˈlna	NULL	bi	NULL	NULL
b.MAT.28.13a	while	NULL	terwyl	NULL	ndërsa	NULL	NULL	մինչ	NULL	NULL	когато	tek	samtang	anae	時	lajeeˇ	NULL	NULL	NA	NULL	ϩⲱⲥ	antan	když	medens	dieweil	NULL	waato	wɛ	dum	kui	esi	NULL	pendant	NULL	choud	NA	NULL	ενω	ય	थ	dok	mikor	NULL	meðan	mentre	lan	NULL	NULL	mi	NULL	때에	NULL	NULL	NULL	tej	i	असत	စဉ	NULL	chica	NULL	mens	ᒣᒀ	NULL	وقتی	raha	NULL	estando	kwa	bula	tajin	NULL	pon	cînd	когда	NULL	keď	ko	NULL	intii	mientras	kad	NULL	medan	ܟܕ	NULL	samantalang	NULL	NA	NA	як	NULL	NULL	bi	NULL	NULL
b.MAR.1.35a	while	NULL	NULL	NULL	kur	ndicwaⁿ	NULL	NULL	cela	NULL	NULL	na	NULL	NULL	候	NULL	NULL	NULL	NA	NULL	NULL	t	NULL	længe	NULL	te	za	wɛɛ	NULL	NULL	NULL	kun	pendant	NULL	NULL	NULL	NULL	ενω	NULL	NULL	NULL	NULL	masih	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	chˈintl	NULL	असत	NULL	NULL	NULL	NULL	mens	NULL	NULL	NULL	NULL	NULL	NULL	NA	pidi	cˈä	chara	NULL	cînd	NULL	NULL	NULL	ko	NULL	NULL	NULL	NULL	NULL	medan	NULL	డగ	NULL	NULL	NA	NULL	NULL	aj	NULL	NULL	NULL	NULL
b.MAR.2.19a	while	NULL	terwyl	NULL	ndërsa	yocheⁿ	دام	NULL	deno	NULL	докато	tek	samtang	tiempo	時	lajeeˇ	NULL	доньдеже	NA	NULL	NULL	NULL	když	medens	dieweil	ŋoote	za	wɛɛ	dum	NULL	NULL	kun	pendant	orasi	choud	NULL	ᾧ	ενοσω	ય	जब	dok	míg	masih	meðan	quando	aycˈo	NULL	NULL	NULL	NULL	때에	cum	kamēr	kol	NULL	i	NULL	စဉ	जब	chica	zolang	lenge	ᒣᒀ	NULL	NULL	raha	póki	enquanto	NA	bula	aretak	NULL	kana	vreme	NULL	NULL	kým	kadar	NULL	intuu	mientras	dok	wakati	medan	NULL	లమ	samantalang	NULL	NA	NULL	як	NULL	de7ishin	NULL	xa	esenabo
b.MAR.5.35a	while	chichaak	terwyl	koro	ndërsa	ndicwaⁿ	وبينما	մինչ	cela	yiñarone	докато	na	samtang	tiempo	時	lajeeˇ	ꭰꮟꮙ	NULL	NA	NULL	NULL	t	když	medens	da	te	za	tɔŋna	dum	kui	esi	NULL	comme	so	choud	NULL	ἔτι	ενω	NULL	थ	dok	mikor	sementara	meðan	mentre	antoticˈa	NULL	NULL	mazal	yojtsóyebuambnantscuana	때에	NULL	NULL	NULL	tzunxtaq	NULL	असत	စဉ	NULL	NULL	terwijl	mens	ᒣᒀ	NULL	NULL	raha	gdy	enquanto	NA	bula	aretak	NULL	sar	cînd	когда	sul	kým	ko	NULL	NULL	mientras	NULL	alipokuwa	medan	NULL	డగ	samantalang	เม	NA	konuşurken	NULL	tijiniˈ	NULL	bi	esathetha	esakhuluma
b.MAR.6.45a	while	NULL	onderwyl	NULL	NULL	yocheⁿ	NULL	NULL	NULL	yaja	докле	na	samtang	mientras	等	lajeeˇ	ꭰꮟꮙ	доньдеже	NA	NULL	NULL	NULL	NULL	medens	bis	te	NULL	ɩlɛna	dum	NULL	ko	aikaa	pendant	NULL	choud	NA	ἕως	εωσου	ય	जब	dok	míg	sementara	meðan	mentre	NULL	NULL	NULL	NULL	NA	NULL	dum	kamēr	kol	NULL	i	NULL	စဉ	NULL	chica	NULL	mens	NULL	NULL	NULL	NULL	NULL	enquanto	NA	NULL	NULL	NULL	pon	NULL	пока	NULL	kým	dokler	NULL	intuu	mientras	dok	wakati	medan	ܥܕ	NULL	samantalang	NULL	NA	NULL	поки	NULL	NULL	bi	NULL	NULL
b.MAR.12.35a	while	NULL	terwyl	koro	NULL	NULL	NULL	մինչ	cela	NULL	когато	NULL	NULL	anae	NULL	lajeeˇ	NULL	NULL	NA	NULL	NULL	t	NULL	da	da	NULL	goono	NULL	NULL	NULL	esi	NULL	NULL	orasi	NULL	NULL	NULL	NULL	હત	NULL	NULL	mint	sementara	NULL	NULL	lan	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	i	असत	စဉ	NULL	ijcuac	terwijl	mens	NULL	laiin	NULL	raha	gdy	enquanto	NA	NULL	NULL	NULL	NULL	cînd	NULL	NULL	NULL	NULL	wakati	intuu	mientras	NULL	alipokuwa	medan	ܟܕ	డగ	nang	เม	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL
b.MAR.14.32a	while	NULL	onderwyl	NULL	NULL	yocheⁿ	NULL	NULL	NULL	NULL	докле	na	samtang	mientras	等	lajeeˇ	NULL	доньдеже	NA	NULL	ϩⲱⲥ	NULL	NULL	NULL	bis	te	NULL	NULL	dum	niikaua	NULL	aikaa	pendant	NULL	choud	NA	ἕως	εωσου	NULL	जब	dok	míg	sementara	meðan	mentre	NULL	NULL	NULL	NULL	NULL	동안에	donec	kamēr	kol	NULL	NULL	NULL	စဉ	NULL	chica	NULL	mens	ᒣᒀ	NULL	NULL	NULL	NULL	enquanto	NA	bula	cˈä	NULL	zhi	pînă	пока	NULL	kým	NULL	NULL	intii	mientras	dok	wakati	medan	ܥܕ	NULL	samantalang	ขณะเม	NA	NULL	поки	NULL	NULL	NULL	NULL	NULL
b.MAR.14.43a	while	chichaak	terwyl	koro	ndërsa	ndicwaⁿ	فيما	մինչ	cela	NULL	докато	tek	samtang	mientras	NULL	lajeeˇ	ꭰꮟꮙ	еште	NA	NULL	ⲉⲧⲓ	NULL	když	medens	da	te	za	tɔŋna	dum	kui	NULL	NULL	comme	orasi	choud	at	ἔτι	ενω	ર	थ	dok	mikor	sementara	meðan	mentre	lan	NULL	NULL	mazal	yojtsóyebuambnantscuana	때에	NULL	NULL	NULL	tzmataq	NULL	NULL	စဉ	रह	ijcuac	NULL	mens	ᒣᒀ	laitakin	وقتی	raha	gdy	enquanto	NA	bula	tajin	chara	sar	cînd	NULL	sul	kým	ko	NULL	intuu	mientras	dok	alipokuwa	medan	NULL	డగ	samantalang	สย	NA	konuşurken	як	tijiniˈ	NULL	bi	esathetha	esakhuluma
b.MAR.15.44a	while	NULL	lank	NULL	NULL	NULL	NULL	NULL	cela	NULL	NULL	NULL	NULL	tiempo	NULL	NULL	NULL	NULL	NA	NULL	NULL	tan	NULL	NULL	NULL	wen	gay	ɩlɛna	longe	NULL	NULL	NULL	NULL	NULL	NULL	þan	NULL	NULL	NULL	NULL	NULL	NULL	lama	NULL	NULL	NULL	NULL	NULL	NULL	bën	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	रह	ijcuac	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NA	mahae	chic	NULL	kana	NULL	NULL	NULL	NULL	časa	NULL	NULL	NULL	NULL	kitambo	länge	NULL	NULL	NULL	NULL	NA	NULL	NULL	NULL	NULL	yàgg	NULL	NULL
b.LUK.1.8a	while	NULL	terwyl	NULL	kur	NULL	NULL	մինչ	NULL	NULL	като	tek	samtang	anae	NULL	lajeeˇ	NULL	NULL	NA	NULL	ⲇⲉ	NULL	když	medens	da	NULL	NULL	ɩlɛna	dum	kui	NULL	kun	pendant	orasi	choud	NULL	NULL	NULL	હત	जब	dok	mikor	NULL	NULL	mentre	NULL	NULL	NA	NULL	NULL	NULL	cum	NULL	NULL	NULL	NULL	NULL	NULL	NULL	tonaltin	NULL	mens	NULL	laiin	چون	NULL	gdy	NULL	NA	NULL	tajin	NULL	NULL	NULL	когда	NULL	keď	ko	NULL	intuu	cuando	kad	NULL	medan	ܟܕ	డగ	samantalang	NULL	NA	NULL	як	NULL	NULL	NULL	kaloku	NULL
b.LUK.2.6a	while	NULL	terwyl	koro	ndërsa	yocheⁿ	وبينما	NULL	NULL	NULL	NULL	tek	samtang	anae	時	NULL	ꭰꮟ	егда	NA	NULL	NULL	antan	když	medens	als	te	waato	NULL	dum	NULL	esi	NULL	pendant	NULL	choud	miþþanei	δὲ	ενω	NULL	NULL	dok	mikor	ketika	meðan	mentre	hayet	NULL	NULL	lweqt	NULL	NULL	cum	NULL	NULL	NULL	NULL	असत	စဉ	NULL	chica	NULL	mens	ᒣᒀ	lai	وقتی	raha	gdy	enquanto	NA	NULL	aretak	tiaushcai	kana	cînd	когда	NULL	keď	ko	NULL	NULL	mientras	NULL	NULL	medan	NULL	NULL	samantalang	เม	NA	NULL	як	NULL	de7ishin	bi	xa	NULL
